Id,Agency,Posting_Type,Nr_of_Positions,Classification,Job_Category,FullPart_Time,Career_Level,Salary_From,Salary_To,Salary_Frequency,Work_Location,Work_Unit,Posting_Date,Posting_Updated,Salary_Index,ACR
551760,DEPT OF YOUTH & COMM DEV SRVS,External,1,Non-Competitive-5,"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",F,Executive,106729,241434,Annual,"123 William Street, NY, NY",Deputy Commissioner for Admin,10/28/2022,10/28/2022,36.19158004158004,DEPT OF YOUTH & COMM DEV SRVS
567395,FINANCIAL INFO SVCS AGENCY,Internal,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),58700,75000,Annual,5 Manhattan West,Ops/FS/Ops Supp/Job Admin,01/09/2023,01/09/2023,13.898128898128897,FINANCIAL INFO SVCS AGENCY
209609,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,Clerical & Administrative Support,NA,Experienced (non-manager),28965,43152,Annual,42-09 28th Street,MH - Assisted out Treatment,08/25/2015,08/31/2015,NA,DOHMH
520520,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),67757,98128,Annual,96-05 Horace Harding Expway,ELECTRICAL DESIGN,03/22/2022,03/22/2022,17.243762993762992,DOEP
546892,DEPT. OF HOMELESS SERVICES,External,1,Competitive-1,Building Operations & Maintenance Social Services,F,Manager,72038,125000,Annual,"33 Beaver St, New York Ny","Capacity, Planning & DeveloP",08/19/2022,01/03/2023,20.482120582120583,DEPT. OF HOMELESS SERVICES
566937,NYC EMPLOYEES RETIREMENT SYS,External,3,Competitive-1,Administration & Human Resources,P,Entry-Level,22.6541,26.052,Hourly,"335 Adams Street, Brooklyn Ny",Executive Management,01/04/2023,01/03/2023,24.35305,NYC EMPLOYEES RETIREMENT SYS
562710,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Social Services,F,Experienced (non-manager),37748,57043,Annual,375 Pearl Street,Office Of Revenue/Admin-NM,12/30/2022,12/30/2022,9.853534303534303,HDOSS
566762,HOUSING PRESERVATION & DVLPMNT,Internal,1,Non-Competitive-5,Constituent Services & Community Programs,F,Entry-Level,38333,44083,Annual,100 Gold Street,Production Unit,12/30/2022,12/30/2022,8.567151767151767,HPD
543064,NYC HOUSING AUTHORITY,External,9,Non-Competitive-5,"Administration & Human Resources Engineering, Architecture, & Planning",F,Experienced (non-manager),54100,83981,Annual,Chief Asset & Cap Mgt Officer,Chief Asset & Cap Mgt Officer,08/17/2022,08/26/2022,14.353534303534303,NHA
553103,DEPARTMENT OF PROBATION,Internal,1,Exempt-4,Communications & Intergovernmental Affairs,F,Manager,64922,173486,Annual,"33 Beaver St, New York Ny",Admin Executive Offices,09/28/2022,09/28/2022,24.78253638253638,DEPARTMENT OF PROBATION
551749,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,F,Experienced (non-manager),53057,61015,Annual,4 World Trade Center,Off Of Qual Asse-Fisc Int NM,09/20/2022,09/20/2022,11.857796257796258,HDOSS
526598,ADMIN FOR CHILDREN'S SVCS,Internal,1,Non-Competitive-5,Social Services,F,Manager,58700,102226,Annual,"19 Grant Sq., Bklyn",Brooklyn Zone E (DCP),06/30/2022,07/05/2022,16.72827442827443,AFCS
567356,DEPARTMENT OF BUILDINGS,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),53702,115634,Annual,"80 Centre St., N.Y.",Development Hub,01/05/2023,01/05/2023,17.602494802494803,DEPARTMENT OF BUILDINGS
557701,OFFICE OF EMERGENCY MANAGEMENT,Internal,1,Pending Classification-2,"Technology, Data & Innovation Building Operations & Maintenance",F,Entry-Level,57500,69500,Annual,165 Cadman Plaza East,Response Bureau,11/17/2022,11/25/2022,13.201663201663202,OFFICE OF EMERGENCY MANAGEMENT
561702,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74650,85847,Annual,30-30 Thomson Ave L I City Qns,INFRA/PGRM MGMT/BROOKLYN,11/25/2022,12/06/2022,16.683679833679832,DODC
562870,DEPARTMENT OF CITY PLANNING,Internal,1,Non-Competitive-5,Communications & Intergovernmental Affairs,F,Experienced (non-manager),80000,99490,Annual,"120 Broadway, New York, NY",Executive,11/30/2022,11/30/2022,18.658004158004157,DEPARTMENT OF CITY PLANNING
541026,DEPARTMENT OF TRANSPORTATION,External,3,Non-Competitive-5,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs,F,Experienced (non-manager),38333,63794,Annual,55 Water St Ny Ny,Customer Service,07/20/2022,07/20/2022,10.616112266112266,DOT
556468,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),62.88,62.88,Hourly,"Wards Island, N.Y.",Marine Section,10/25/2022,10/26/2022,62.88,DOEP
536375,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Technology, Data & Innovation Social Services",F,Manager,70011,129052,Annual,4 World Trade Center,Office Of Audit Services-Mgr,06/23/2022,06/23/2022,20.692619542619543,HDOSS
548755,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Non-Competitive-5,"Constituent Services & Community Programs Policy, Research & Analysis Social Services",F,Manager,88936,160000,Annual,"2 Lafayette St., N.Y.",Vulnerable Youth &At-riskYout,10/28/2022,10/28/2022,25.876923076923077,DEPT OF YOUTH & COMM DEV SRVS
565636,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,57078,65640,Annual,"465 Columbus Ave. Valhalla, Ny",SUTTON PARK - OZ,01/09/2023,01/13/2023,12.756548856548857,DOEP
554340,DISTRICT ATTORNEY RICHMOND COU,Internal,1,Non-Competitive-5,Social Services,F,Entry-Level,50000,55000,Annual,"130 Stuyvesant Place, S.I.",Victim Services Unit,10/05/2022,10/12/2022,10.914760914760915,DISTRICT ATTORNEY RICHMOND COU
564642,DEPARTMENT OF FINANCE,External,1,Competitive-1,"Technology, Data & Innovation Policy, Research & Analysis",F,Manager,150000,170000,Annual,375 Pearl Street,Network Operations,12/22/2022,12/21/2022,33.264033264033266,DEPARTMENT OF FINANCE
544981,TAXI & LIMOUSINE COMMISSION,External,2,Competitive-1,Constituent Services & Community Programs Legal Affairs,F,Experienced (non-manager),40017,62820,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,08/09/2022,11/21/2022,10.68991683991684,TAXI & LIMOUSINE COMMISSION
567589,NYC HOUSING AUTHORITY,External,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),62015,95934,Annual,Ravenswood,Queens/SI Property Mgmt,01/13/2023,01/13/2023,16.418814968814967,NHA
540346,DEPT OF PARKS & RECREATION,External,4,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,65640,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,12/23/2022,12/22/2022,12.756548856548857,DEPT OF PARKS & RECREATION
548182,ADMIN FOR CHILDREN'S SVCS,External,1,Competitive-1,"Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),65384,73884,Annual,"150 William Street, New York N",ADMIN - OPERATIONS,12/23/2022,12/28/2022,14.476923076923077,AFCS
556583,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,Energy Programs,Sustainability Programs,11/23/2022,11/23/2022,14.836174636174636,NHA
540222,NYC HOUSING AUTHORITY,External,1,Non-Competitive-5,Legal Affairs,NA,Experienced (non-manager),54100,83981,Annual,Contractor & Empl Oppty Compl,NOT USED,12/13/2022,01/10/2023,NA,NHA
508394,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),75000,180000,Annual,55 Water St Ny Ny,IT & Telecom,12/15/2021,12/15/2021,26.507276507276508,DOT
531126,LAW DEPARTMENT,Internal,1,Exempt-4,Legal Affairs,F,Experienced (non-manager),73579,153666,Annual,"100 Church St., N.Y.",Comm Lit,05/06/2022,06/28/2022,23.62214137214137,LD
564283,HOUSING PRESERVATION & DVLPMNT,Internal,1,Non-Competitive-5,Constituent Services & Community Programs,F,Entry-Level,38333,44083,Annual,100 Gold Street,Moderate Rehab Program,12/14/2022,12/14/2022,8.567151767151767,HPD
552784,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),65208,95993,Annual,96-05 Horace Harding Expway,ASSET MANAGEMENT PLANNING,09/29/2022,09/29/2022,16.756860706860707,DOEP
553391,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Entry-Level,36390,58953,Annual,59-17 Junction Blvd Corona Ny,AIR PERMITTING,09/30/2022,09/30/2022,9.91091476091476,DOEP
549403,DEPT OF ENVIRONMENT PROTECTION,Internal,6,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Entry-Level,51413,59125,Annual,96-05 Horace Harding Expway,CONNECTIONS,09/10/2022,09/10/2022,11.490436590436591,DOEP
545813,DEPT OF ENVIRONMENT PROTECTION,External,5,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,08/22/2022,08/22/2022,14.836174636174636,DOEP
563260,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,Experienced (non-manager),58695,89699,Annual,96-05 Horace Harding Expway,CONTRACT SUPPORT,12/13/2022,12/13/2022,15.425571725571725,DOEP
557829,POLICE DEPARTMENT,Internal,2,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),63228,96526,Annual,"1 Police Plaza, N.Y.",Dept Advocates Off/Civ and Cad,10/25/2022,01/05/2023,16.606444906444906,POLICE DEPARTMENT
560240,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Administration & Human Resources Engineering, Architecture, & Planning Policy, Research & Analysis",F,Experienced (non-manager),75000,75000,Annual,Chief Asset & Cap Mgt Officer,Chief Asset & Cap Mgt Officer,01/09/2023,01/09/2023,15.592515592515593,NHA
549060,LAW DEPARTMENT,Internal,4,Competitive-1,Legal Affairs,F,Experienced (non-manager),43197,49677,Annual,"100 Church St., N.Y.",Family Court: New York,09/06/2022,09/06/2022,9.654261954261955,LD
546274,DEPT. OF HOMELESS SERVICES,Internal,2,Non-Competitive-5,Social Services,F,Experienced (non-manager),38333,63794,Annual,"101-07 Farragut Road, Brooklyn","Facilities, Maint and Repair",08/19/2022,10/03/2022,10.616112266112266,DEPT. OF HOMELESS SERVICES
541529,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),80557,111917,Annual,96-05 Horace Harding Expway,ELECTRICAL DESIGN,10/28/2022,10/28/2022,20.00769230769231,DOEP
567410,DEPT OF PARKS & RECREATION,External,2,Non-Competitive-5,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Building Operations & Maintenance Policy, Research & Analysis",F,Experienced (non-manager),98000,98000,Annual,"Arsenal 830 Fifth Ave, New Yor",Planning,01/06/2023,01/06/2023,20.374220374220375,DEPT OF PARKS & RECREATION
526667,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),36390,41848,Annual,470 Vanderbilt Ave,MAP MEDICAID ELIGIBILITY NM,03/28/2022,07/15/2022,8.132848232848232,HDOSS
554046,OFFICE OF MANAGEMENT & BUDGET,Internal,1,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,51550,65604,Annual,255 Greenwich Street,Office of Budget Review,10/04/2022,10/17/2022,12.178170478170479,OFFICE OF MANAGEMENT & BUDGET
556639,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),80000,90000,Annual,"1 Centre St., N.Y.",Res/Financial Services,12/27/2022,12/27/2022,17.671517671517673,DEPT OF CITYWIDE ADMIN SVCS
563388,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,71840,Annual,30-30 Thomson Ave L I City Qns,F&P/Cb&Payments/Cap.Budg.Admin,12/08/2022,12/30/2022,13.961538461538462,DODC
552378,OFFICE OF THE COMPTROLLER,Internal,1,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Manager,100000,120000,Annual,"1 Centre St., N.Y.",Administration,09/23/2022,09/23/2022,22.86902286902287,OFFICE OF THE COMPTROLLER
563843,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,PROJECT MANAGEMENT AND CONSTR.,01/09/2023,01/09/2023,22.066735966735965,DOEP
547971,CIVILIAN COMPLAINT REVIEW BD,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Student,16.02,20.72,Hourly,"100 Church St., N.Y.",Civilian Complaint Review Bd,11/15/2022,11/23/2022,18.369999999999997,CIVILIAN COMPLAINT REVIEW BD
554539,DEPARTMENT OF CORRECTION,External,5,Competitive-1,Social Services,F,Entry-Level,60132,69152,Annual,75-20 Astoria Blvd,Adult Offender Pgms.,12/02/2022,01/04/2023,13.439085239085239,DOC
362424,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,"Health Policy, Research & Analysis",F,Experienced (non-manager),90084,130939,Annual,42-09 28th Street,CHECW - HEALTH INSURANCE,08/29/2018,11/09/2018,22.975363825363825,DOHMH
555027,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),49003,65769,Annual,30-30 Thomson Ave L I City Qns,Infra/Exec/Constr. Supp Unit,11/29/2022,12/05/2022,11.93056133056133,DODC
556509,OFFICE OF THE COMPTROLLER,Internal,1,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Manager,110000,133900,Annual,"1 Centre St., N.Y.",Asset Management,10/18/2022,10/18/2022,25.353430353430355,OFFICE OF THE COMPTROLLER
561488,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Entry-Level,45193,77500,Annual,59-17 Junction Blvd Corona Ny,EEDAU,11/25/2022,11/25/2022,12.753950103950103,DOEP
566173,CONSUMER AND WORKER PROTECTION,External,1,Non-Competitive-5,Legal Affairs,F,Manager,80931,133200,Annual,"42 Broadway, N.Y.",Labor Policy And Standards,12/23/2022,12/23/2022,22.25893970893971,CONSUMER AND WORKER PROTECTION
511643,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Building Operations & Maintenance Social Services,F,Experienced (non-manager),36390,58953,Annual,375 Pearl Street,General Support Services-NM,12/30/2021,01/12/2023,9.91091476091476,HDOSS
549375,DEPT OF ENVIRONMENT PROTECTION,External,8,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,59125,Annual,"356 Flushing Ave, Brooklyn",SHAFT MAINTENANCE,09/10/2022,09/10/2022,11.490436590436591,DOEP
530320,POLICE DEPARTMENT,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),36390,55228,Annual,"1 Police Plaza, N.Y.",Employee Resources SEC/CIV,04/28/2022,04/28/2022,9.523700623700623,POLICE DEPARTMENT
561600,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),74650,109409,Annual,"10 Walker Rd, Valhalla NY10595",UPSTATE CAPITAL CONSTR. - IFA,11/25/2022,11/25/2022,19.132952182952184,DOEP
545676,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,"Health Policy, Research & Analysis",F,Experienced (non-manager),75504,86830,Annual,"1 Court Square, Queens",Radiation Equipment,10/31/2022,10/31/2022,16.874636174636176,DOHMH
564797,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),474.04,474.04,Daily,"455 First Ave., N.Y.",Operations/Labs,01/03/2023,01/03/2023,25.623783783783786,DOHMH
565600,DEPARTMENT OF CITY PLANNING,Internal,2,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),55208,64140,Annual,"120 Broadway, New York, NY",Brooklyn Office,12/23/2022,12/23/2022,12.406237006237006,DEPARTMENT OF CITY PLANNING
565988,FIRE DEPARTMENT,Internal,1,Non-Competitive-5,Health,F,Experienced (non-manager),84744,84744,Annual,"9 Metrotech Center, Brooklyn N",Medical,12/22/2022,12/22/2022,17.61829521829522,FIRE DEPARTMENT
546109,DEPT. OF HOMELESS SERVICES,Internal,1,Non-Competitive-5,Social Services,F,Experienced (non-manager),38333,63794,Annual,151 East 151st Street,Family Services,08/19/2022,10/15/2022,10.616112266112266,DEPT. OF HOMELESS SERVICES
557160,OFFICE OF THE COMPTROLLER,External,1,Competitive-1,Administration & Human Resources,F,Manager,110000,130000,Annual,"1 Centre St., N.Y.",Administration,10/21/2022,10/21/2022,24.948024948024948,OFFICE OF THE COMPTROLLER
553899,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),58695,67499,Annual,470 Vanderbilt Ave,MAP MEDICAID ELIGIBILITY NM,10/03/2022,10/03/2022,13.117879417879418,HDOSS
534638,OFFICE OF THE COMPTROLLER,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65000,80000,Annual,"1 Centre St., N.Y.",Asset Management,06/08/2022,06/08/2022,15.072765072765073,OFFICE OF THE COMPTROLLER
566640,DISTRICT ATTORNEY RICHMOND COU,External,1,Non-Competitive-5,Legal Affairs,F,Entry-Level,50000,55000,Annual,"130 Stuyvesant Place, S.I.",Legal Support Unit,12/28/2022,12/28/2022,10.914760914760915,DISTRICT ATTORNEY RICHMOND COU
556503,OFFICE OF THE COMPTROLLER,Internal,1,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Manager,110000,133900,Annual,"1 Centre St., N.Y.",Asset Management,10/18/2022,10/18/2022,25.353430353430355,OFFICE OF THE COMPTROLLER
558984,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),80557,111917,Annual,199 River Road North,PROJECT MANAGEMENT AND CONSTR.,11/14/2022,11/14/2022,20.00769230769231,DOEP
554430,ADMIN FOR CHILDREN'S SVCS,Internal,50,Competitive-1,Social Services,F,Experienced (non-manager),47393,47393,Annual,560 Brook Avenue Bronx New Yor,Horizon Juvenile Center,10/13/2022,12/30/2022,9.853014553014553,AFCS
567961,CONSUMER AND WORKER PROTECTION,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),32850,40017,Annual,"42 Broadway, N.Y.",Licensing Customer Service,01/09/2023,01/09/2023,7.574532224532224,CONSUMER AND WORKER PROTECTION
556330,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Competitive-1,"Constituent Services & Community Programs Finance, Accounting, & Procurement Social Services",F,Experienced (non-manager),66322,93000,Annual,"2 Lafayette St., N.Y.",Procurement,11/17/2022,11/17/2022,16.56153846153846,DEPT OF YOUTH & COMM DEV SRVS
540011,BRONX DISTRICT ATTORNEY,External,5,Exempt-4,"Communications & Intergovernmental Affairs Legal Affairs Public Safety, Inspections, & Enforcement",F,Manager,84000,167610,Annual,198 E161St Street Bronx N.Y.,Assistant District Attorney,07/12/2022,07/12/2022,26.154885654885653,BRONX DISTRICT ATTORNEY
